,Movie,Rating
7886,Eva (2011),[-0.16840696]
7993,My Left Eye Sees Ghosts (Ngo joh aan gin diy gwai) (2002),[-0.16840696]
7743,Jack and Jill (2011),[-0.16840696]
7767,The Hunger Games (2012),[-0.16840696]
5974,Hidden (a.k.a. Cache) (Caché) (2005),[-0.16858112]
5734,Hotel Rwanda (2004),[-0.16867338]
337,True Lies (1994),[-0.16896044]
2828,Scary Movie (2000),[-0.16945372]
5220,Dr. Jekyll and Mr. Hyde (1931),[-0.16967122]
612,Spirits of the Dead (1968),[-0.16973663]
5695,Old Boy (2003),[-0.16985924]
1213,"Kiss Me, Guido (1997)",[-0.16989293]
4519,Jeepers Creepers 2 (2003),[-0.17006175]
5274,"Man Escaped, A (Un  condamné à mort s'est échappé ou Le vent souffle où il veut) (1956)",[-0.17027726]
780,Cinderella (1950),[-0.17049809]
4953,Enemy Mine (1985),[-0.17057341]
532,"Last Supper, The (1995)",[-0.17081168]
3239,Sexy Beast (2000),[-0.17094178]
1645,"Untouchables, The (1987)",[-0.17115553]
932,Stalker (1979),[-0.17121042]
5743,Meet the Fockers (2004),[-0.17141939]
5623,In July (Im Juli) (2000),[-0.17155277]
2540,Baby... Secret of the Lost Legend (1985),[-0.17179052]
5135,I Love You Again (1940),[-0.17189149]
4995,Bedazzled (1967),[-0.1720428]
1432,Kramer vs. Kramer (1979),[-0.17207858]
5929,Cop and ½ (1993),[-0.17256299]
153,Mighty Morphin Power Rangers: The Movie (1995),[-0.17286423]
2271,Bustin' Loose (1981),[-0.1729947]
737,Of Human Bondage (1934),[-0.17301041]
6852,Eagle Eye (2008),[-0.17307495]
5083,"Power of One, The (1992)",[-0.17323882]
467,Shadowlands (1993),[-0.17401061]
7492,Little Big Soldier (Da bing xiao jiang) (2010),[-0.17402036]
7258,Shutter Island (2010),[-0.17408236]
1613,"Slums of Beverly Hills, The (1998)",[-0.1746411]
804,Normal Life (1996),[-0.17494796]
512,Beauty and the Beast (1991),[-0.17521619]
5947,November (2004),[-0.17521808]
4062,"Truth About Charlie, The (2002)",[-0.17561619]
4351,"Matrix Reloaded, The (2003)",[-0.17572441]
5898,Monster-in-Law (2005),[-0.17588831]
7316,Diary of a Wimpy Kid (2010),[-0.17593287]
1982,"Saragossa Manuscript, The (Rekopis znaleziony w Saragossie) (1965)",[-0.17605077]
7367,Empire of Dreams: The Story of the 'Star Wars' Trilogy (2004),[-0.17616057]
6431,Meshes of the Afternoon (1943),[-0.17631743]
2640,28 Days (2000),[-0.1763287]
8583,The Theory of Everything (2014),[-0.1765156]
638,Larger Than Life (1996),[-0.17662543]
4602,Campus Man (1987),[-0.17680574]
1765,Godzilla (Gojira) (1954),[-0.1769143]
7688,Moneyball (2011),[-0.17695056]
1679,Wisdom (1986),[-0.17705584]
6088,"Producers, The (2005)",[-0.17769274]
7251,I Love You Phillip Morris (2009),[-0.17806302]
6107,Hostel (2005),[-0.1785318]
1455,Friday the 13th Part V: A New Beginning (1985),[-0.17853407]
489,Welcome to the Dollhouse (1995),[-0.17855381]
5168,"Blind Swordsman: Zatoichi, The (Zatôichi) (2003)",[-0.17858491]
5818,Hostage (2005),[-0.17861273]
1604,St. Elmo's Fire (1985),[-0.17870249]
1245,Phantoms (1998),[-0.17875082]
8941,Larry David: Curb Your Enthusiasm (1999),[-0.17881528]
8943,Tom and Jerry: Shiver Me Whiskers (2006),[-0.17881528]
8936,Scooby-Doo Goes Hollywood (1979),[-0.17881528]
8930,The Professional: Golgo 13 (1983),[-0.17881528]
5140,Masterminds (1997),[-0.17911993]
5252,Overboard (1987),[-0.17927715]
2744,Magnum Force (1973),[-0.17934001]
2019,"Legend of 1900, The (a.k.a. The Legend of the Pianist on the Ocean) (Leggenda del pianista sull'oceano) (1998)",[-0.17950873]
1003,"Paris, Texas (1984)",[-0.1796731]
634,American Buffalo (1996),[-0.17971521]
5999,"Unfinished Life, An (2005)",[-0.17975105]
226,"Little Princess, A (1995)",[-0.17977436]
5535,"Law of Desire (Ley del deseo, La) (1987)",[-0.18007109]
4224,Venom (1982),[-0.18017053]
157,Nine Months (1995),[-0.18026493]
9711,Won't You Be My Neighbor? (2018),[-0.18047702]
9610,Cage Dive (2017),[-0.18047702]
9622,"The Night Is Short, Walk on Girl (2017)",[-0.18047702]
2695,Loser (2000),[-0.18060851]
79,Black Sheep (1996),[-0.18075703]
627,"Frighteners, The (1996)",[-0.18086128]
7229,Blood: The Last Vampire (2009),[-0.18113611]
1379,Insomnia (1997),[-0.18121271]
2179,Alvarez Kelly (1966),[-0.18122814]
1055,Star Trek VI: The Undiscovered Country (1991),[-0.18134069]
6923,Frost/Nixon (2008),[-0.18196892]
2514,Dog Day Afternoon (1975),[-0.18198074]
2850,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask (1972),[-0.18205543]
5313,We Don't Live Here Anymore (2004),[-0.18234941]
1167,Shiloh (1997),[-0.18239005]
454,RoboCop 3 (1993),[-0.18247482]
7423,Legend of the Guardians: The Owls of Ga'Hoole (2010),[-0.18259795]
491,Chasers (1994),[-0.18260802]
2373,"Cider House Rules, The (1999)",[-0.1827555]
1425,Tom Jones (1963),[-0.18277495]
1487,Back to the Future Part III (1990),[-0.18279853]
3636,Joe Somebody (2001),[-0.18285348]
2615,Mr. Saturday Night (1992),[-0.18294915]
1643,Why Do Fools Fall In Love? (1998),[-0.18307126]
5913,High Tension (Haute tension) (Switchblade Romance) (2003),[-0.1830922]
4702,Presumed Innocent (1990),[-0.18330308]
5887,Mischief (1985),[-0.18357293]
7932,"Firm, The (2009)",[-0.18359046]
676,Twelfth Night (1996),[-0.18363112]
895,Paris Is Burning (1990),[-0.18406454]
3147,"Tailor of Panama, The (2001)",[-0.18430798]
4544,Anything Else (2003),[-0.18437379]
5212,Godzilla vs. Mechagodzilla (Gojira tai Mekagojira) (1974),[-0.18445252]
139,"Doom Generation, The (1995)",[-0.18449629]
2692,Regret to Inform (1998),[-0.18454622]
8675,Guy X (2005),[-0.18497389]
3891,All About Lily Chou-Chou (Riri Shushu no subete) (2001),[-0.18497684]
4001,Valmont (1989),[-0.18523265]
2515,American Graffiti (1973),[-0.18537133]
7644,Harry Potter and the Deathly Hallows: Part 2 (2011),[-0.18538596]
7668,Final Destination 5 (2011),[-0.1856546]
6336,Death of a President (2006),[-0.18576845]
910,Once Upon a Time in the West (C'era una volta il West) (1968),[-0.18581059]
1911,Earthquake (1974),[-0.18601126]
2294,Meatballs Part II (1984),[-0.18607355]
1280,"Butcher Boy, The (1997)",[-0.18619298]
7916,Seeking a Friend for the End of the World (2012),[-0.18629303]
2787,One False Move (1992),[-0.18643098]
6082,"Matador, The (2005)",[-0.18646315]
1150,Romy and Michele's High School Reunion (1997),[-0.1867325]
785,Mary Poppins (1964),[-0.18697463]
2718,"Abominable Snowman, The (Abominable Snowman of the Himalayas, The) (1957)",[-0.18706451]
1516,Flight of the Navigator (1986),[-0.18732051]
104,"Steal Big, Steal Little (1995)",[-0.18750937]
4083,Dog Soldiers (2002),[-0.18765964]
9,GoldenEye (1995),[-0.18779703]
2198,Hang 'Em High (1968),[-0.18783031]
383,Dave (1993),[-0.18797737]
1342,The Players Club (1998),[-0.18807433]
7097,Max Manus (2008),[-0.1882157]
5674,Bring It On Again (2004),[-0.18825305]
6442,Premonition (2007),[-0.18848943]
1986,Superman (1978),[-0.18857833]
5352,P.S. (2004),[-0.18869389]
6889,JCVD (2008),[-0.18908654]
3235,Baby Boy (2001),[-0.18919117]
394,For Love or Money (1993),[-0.18931855]
2177,Plunkett & MaCleane (1999),[-0.18949403]
1512,Condorman (1981),[-0.19074338]
3,Waiting to Exhale (1995),[-0.19082738]
6619,Lions For Lambs (2007),[-0.1908779]
6948,"Tale of Despereaux, The (2008)",[-0.19100068]
3041,"Wedding Planner, The (2001)",[-0.19106245]
4600,"Gas, Food, Lodging (1992)",[-0.19140146]
2929,Abbott and Costello Meet Frankenstein (1948),[-0.19142172]
349,Street Fighter (1994),[-0.19148655]
975,Cool Hand Luke (1967),[-0.19178693]
2939,Sorority House Massacre II (1990),[-0.19195775]
949,"Bridge on the River Kwai, The (1957)",[-0.19219495]
425,M. Butterfly (1993),[-0.19224504]
5071,Monterey Pop (1968),[-0.19236898]
5433,"Lady from Shanghai, The (1947)",[-0.19265484]
4975,Body Double (1984),[-0.19280449]
540,Sgt. Bilko (1996),[-0.1929022]
1614,"Best Man, The (Testimone dello sposo, Il) (1998)",[-0.19305219]
4838,Reefer Madness (a.k.a. Tell Your Children) (1938),[-0.19318983]
1966,"Winslow Boy, The (1999)",[-0.1932339]
5186,Meet the Applegates (1991),[-0.19328954]
6979,Away We Go (2009),[-0.19342198]
3099,3000 Miles to Graceland (2001),[-0.19352102]
5272,"Testament of Dr. Mabuse, The (Das Testament des Dr. Mabuse) (1933)",[-0.19354285]
2063,Ménage (Tenue de soirée) (1986),[-0.19358253]
1169,Trial and Error (1997),[-0.19359872]
1346,Lost in Space (1998),[-0.1937197]
4597,Love Affair (1939),[-0.19383238]
2577,Funny Bones (1995),[-0.19516632]
3674,Seconds (1966),[-0.19517169]
2583,Romeo Must Die (2000),[-0.19537655]
4539,"Hello, Dolly! (1969)",[-0.19560771]
4509,"Angel at My Table, An (1990)",[-0.19591751]
1209,Air Force One (1997),[-0.19604992]
6337,Flushed Away (2006),[-0.19625254]
1300,My Life in Pink (Ma vie en rose) (1997),[-0.1963658]
5117,Lust for Life (1956),[-0.19740273]
1173,Speed 2: Cruise Control (1997),[-0.19768935]
1713,My Cousin Vinny (1992),[-0.19791452]
1267,"Truman Show, The (1998)",[-0.19798162]
5340,1492: Conquest of Paradise (1992),[-0.19816827]
7257,"Wolfman, The (2010)",[-0.19838678]
8496,Let's Be Cops (2014),[-0.1988268]
2913,Urban Legends: Final Cut (2000),[-0.19886998]
370,Body Snatchers (1993),[-0.19909289]
6033,"Proposition, The (2005)",[-0.19935047]
1865,Firewalker (1986),[-0.19940063]
3480,3 Ninjas Kick Back (1994),[-0.19941055]
2974,"6th Day, The (2000)",[-0.19941847]
7751,"Rum Diary, The (2011)",[-0.19948205]
2729,Puppet Master 5: The Final Chapter (1994),[-0.19972207]
4635,"Unvanquished, The (Aparajito) (1957)",[-0.19976573]
6367,"Good Shepherd, The (2006)",[-0.19984211]
411,In the Army Now (1994),[-0.20002678]
7159,Couples Retreat (2009),[-0.20061871]
272,"Swan Princess, The (1994)",[-0.20103223]
818,Bananas (1971),[-0.20148342]
7897,"Thousand Words, A (2012)",[-0.20183204]
4094,Take This Job and Shove It (1981),[-0.20190192]
5284,"Leopard, The (Gattopardo, Il) (1963)",[-0.20233353]
1782,Police Academy 3: Back in Training (1986),[-0.20251256]
1243,Gattaca (1997),[-0.20263216]
438,"Next Karate Kid, The (1994)",[-0.20273402]
5330,Sky Captain and the World of Tomorrow (2004),[-0.20309534]
1905,Planet of the Apes (1968),[-0.20313414]
5128,"Avventura, L' (Adventure, The) (1960)",[-0.20315728]
1444,Labyrinth (1986),[-0.20316043]
2648,Cabaret (1972),[-0.20354267]
2587,"Color of Paradise, The (Rang-e khoda) (1999)",[-0.20368732]
3170,One Night at McCool's (2001),[-0.2036997]
6085,Don't Look Now: We're Being Shot At (La grande vadrouille) (1966),[-0.20371708]
6064,Rent (2005),[-0.20371845]
6522,Harry Potter and the Order of the Phoenix (2007),[-0.20387421]
1981,Besieged (a.k.a. L' Assedio) (1998),[-0.20397956]
933,"Boot, Das (Boat, The) (1981)",[-0.20431813]
1914,Analyze This (1999),[-0.20444185]
4503,Dracula (1979),[-0.20451456]
6093,"Ringer, The (2005)",[-0.2046334]
5661,Sympathy for Mr. Vengeance (Boksuneun naui geot) (2002),[-0.20466283]
1408,Cimarron (1931),[-0.20497609]
3497,Liam (2000),[-0.20515414]
81,Mary Reilly (1996),[-0.20538093]
2694,Dinosaur (2000),[-0.20544664]
347,Faster Pussycat! Kill! Kill! (1965),[-0.20552414]
4531,Children of the Night (1991),[-0.20559293]
2037,Lake Placid (1999),[-0.2056844]
1323,King of New York (1990),[-0.20583564]
2926,Stranger Than Paradise (1984),[-0.20592582]
805,Get on the Bus (1996),[-0.20622539]
5072,"Bridge Too Far, A (1977)",[-0.20626047]
542,Girl 6 (1996),[-0.2062957]
2011,Buena Vista Social Club (1999),[-0.20646114]
1012,Amityville 3-D (1983),[-0.20664061]
7167,Spread (2009),[-0.20669157]
5907,Cinderella Man (2005),[-0.20724244]
5335,Shaun of the Dead (2004),[-0.20727563]
3003,Finding Forrester (2000),[-0.20745241]
6524,First Snow (2006),[-0.20746093]
5067,"Killers, The (1946)",[-0.20746488]
1413,You Can't Take It with You (1938),[-0.20791018]
3021,Don't Tell Mom the Babysitter's Dead (1991),[-0.20795193]
4843,Ichi the Killer (Koroshiya 1) (2001),[-0.20815611]
8528,Two Night Stand (2014),[-0.20845554]
4530,Millennium Actress (Sennen joyû) (2001),[-0.20873625]
1310,Fallen Angels (Duo luo tian shi) (1995),[-0.20895683]
7210,Snow White (1916),[-0.20902167]
1818,Nothing in Common (1986),[-0.20913567]
1974,This Is My Father (1998),[-0.20917368]
4950,Coffee and Cigarettes (2003),[-0.20921876]
5597,Street Fighter II: The Animated Movie (Sutorîto Faitâ II gekijô-ban) (1994),[-0.20963112]
8,Sudden Death (1995),[-0.20971255]
2952,Billy Jack Goes to Washington (1977),[-0.20978707]
2826,Croupier (1998),[-0.21019003]
2688,Anchors Aweigh (1945),[-0.21034059]
1515,"Devil and Max Devlin, The (1981)",[-0.21038851]
5306,Little Black Book (2004),[-0.21118362]
825,"Old Man and the Sea, The (1958)",[-0.21119702]
3424,"See No Evil, Hear No Evil (1989)",[-0.21154956]
1716,Holy Man (1998),[-0.2116121]
7288,Frozen (2010),[-0.21207088]
2819,Missing in Action 2: The Beginning (1985),[-0.21226126]
4161,Chicago (2002),[-0.21256926]
6655,"Water Horse: Legend of the Deep, The (2007)",[-0.2126592]
3622,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)",[-0.21301035]
5699,"Jacket, The (2005)",[-0.21307349]
4045,Galaxy of Terror (Quest) (1981),[-0.21319072]
7748,"Muppets, The (2011)",[-0.2132261]
4545,Cold Creek Manor (2003),[-0.21370452]
6297,"Fountain, The (2006)",[-0.21384115]
7340,Buried (2010),[-0.21387063]
5278,Mr. Blandings Builds His Dream House (1948),[-0.2141296]
4184,Imitation of Life (1959),[-0.21420861]
3159,Josie and the Pussycats (2001),[-0.21461005]
1967,Mildred Pierce (1945),[-0.21475799]
7951,Dragon Ball Z: Bardock - The Father of Goku (Doragon bôru Z: Tatta hitori no saishuu kessen - Furiiza ni itonda Z senshi Kakarotto no chichi) (1990),[-0.21506048]
1168,Rough Magic (1995),[-0.21506581]
1602,Sixteen Candles (1984),[-0.21567526]
819,"Fish Called Wanda, A (1988)",[-0.21585167]
5882,xXx: State of the Union (2005),[-0.21587018]
3010,"O Brother, Where Art Thou? (2000)",[-0.2159077]
1934,"King and I, The (1956)",[-0.21602459]
1608,"Gods Must Be Crazy, The (1980)",[-0.21645355]
7429,Secretariat (2010),[-0.2166693]
1738,Gods and Monsters (1998),[-0.21720048]
704,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),[-0.217305]
958,Stand by Me (1986),[-0.21735781]
3615,Baran (2001),[-0.21736221]
1707,"Impostors, The (1998)",[-0.2174863]
3178,Fellini Satyricon (1969),[-0.21801142]
1587,Snake Eyes (1998),[-0.21813878]
1801,Pale Rider (1985),[-0.21823206]
5475,Performance (1970),[-0.21843587]
1692,Six-String Samurai (1998),[-0.21868004]
2062,No Mercy (1986),[-0.21899234]
1887,"Other Sister, The (1999)",[-0.21917747]
6124,Helter Skelter (2004),[-0.21922538]
1798,Miracle on 34th Street (1947),[-0.21930383]
5246,Taxi (1998),[-0.21932037]
4826,Beyond Re-Animator (2003),[-0.21949549]
6622,"Evening with Kevin Smith 2: Evening Harder, An (2006)",[-0.22022049]
5002,Matinee (1993),[-0.22150174]
2598,Retroactive (1997),[-0.22154056]
2863,Saving Grace (2000),[-0.22157344]
1079,Marvin's Room (1996),[-0.22193822]
1998,It Came from Hollywood (1982),[-0.22206824]
3526,Extreme Days (2001),[-0.22217558]
1872,Payback (1999),[-0.22254743]
2568,Double Indemnity (1944),[-0.22291974]
5656,Undertaking Betty (Plots with a View) (2002),[-0.22297085]
6531,I Know Who Killed Me (2007),[-0.22310931]
3152,Blow (2001),[-0.22316383]
3174,Krull (1983),[-0.22352295]
786,Dumbo (1941),[-0.22425562]
2776,Clara's Heart (1988),[-0.22434051]
5171,"Stepford Wives, The (2004)",[-0.22487042]
5137,While the City Sleeps (1956),[-0.22496651]
2736,For the Love of Benji (1977),[-0.22516926]
6481,Knocked Up (2007),[-0.22523314]
1252,Stripes (1981),[-0.22527167]
3483,"Musketeer, The (2001)",[-0.22532232]
374,Calendar Girl (1993),[-0.22560402]
1854,Deadly Friend (1986),[-0.22581777]
5619,Candyman 3: Day of the Dead (1999),[-0.2260694]
2428,Eye of the Beholder (1999),[-0.22617517]
4567,Kiss of the Spider Woman (1985),[-0.22629157]
219,"Jerky Boys, The (1995)",[-0.22642143]
2010,Instinct (1999),[-0.22657706]
204,Far From Home: The Adventures of Yellow Dog (1995),[-0.22663623]
3445,Original Sin (2001),[-0.22802155]
1906,Beneath the Planet of the Apes (1970),[-0.22808914]
1434,Chariots of Fire (1981),[-0.22812132]
6435,Starter for 10 (2006),[-0.22830637]
5190,This Island Earth (1955),[-0.22830746]
5058,High and Low (Tengoku to jigoku) (1963),[-0.22832129]
2984,Dungeons & Dragons (2000),[-0.228664]
2332,Bicycle Thieves (a.k.a. The Bicycle Thief) (a.k.a. The Bicycle Thieves) (Ladri di biciclette) (1948),[-0.22965398]
1453,Friday the 13th Part 3: 3D (1982),[-0.22986959]
2714,"King in New York, A (1957)",[-0.22990823]
2553,Thelma & Louise (1991),[-0.23008114]
2190,Boys Don't Cry (1999),[-0.23037382]
6379,Stomp the Yard (2007),[-0.2305586]
8945,The FP (2012),[-0.2308774]
265,Ready to Wear (Pret-A-Porter) (1994),[-0.23092107]
2697,Small Time Crooks (2000),[-0.23116767]
2937,Slumber Party Massacre III (1990),[-0.23120947]
4706,"Wedding Banquet, The (Xi yan) (1993)",[-0.2312445]
1472,"Exorcist, The (1973)",[-0.23150548]
1909,Escape from the Planet of the Apes (1971),[-0.23155473]
3876,Hey Arnold! The Movie (2002),[-0.23156612]
5263,Anchorman: The Legend of Ron Burgundy (2004),[-0.23159214]
3823,Mountains of the Moon (1990),[-0.23175319]
409,"Hudsucker Proxy, The (1994)",[-0.23181379]
2559,Mo' Better Blues (1990),[-0.23221069]
2921,Hellraiser (1987),[-0.23238148]
1829,Mighty Joe Young (1949),[-0.23245762]
5159,Oliver Twist (1948),[-0.23271334]
3758,Seems Like Old Times (1980),[-0.23273164]
1056,Star Trek V: The Final Frontier (1989),[-0.23282348]
784,Robin Hood: Prince of Thieves (1991),[-0.23293975]
909,Apocalypse Now (1979),[-0.23316573]
4110,Elling (2001),[-0.23336563]
1287,Mouse Hunt (1997),[-0.23341263]
6555,"Nines, The (2007)",[-0.23366927]
3318,"Couch Trip, The (1988)",[-0.2337096]
116,"Birdcage, The (1996)",[-0.23406141]
2754,Class of Nuke 'Em High (1986),[-0.23423573]
5265,"I, Robot (2004)",[-0.2342948]
626,Daylight (1996),[-0.23447286]
739,"Inspector General, The (1949)",[-0.23449509]
1501,Disturbing Behavior (1998),[-0.23459945]
5759,Stander (2003),[-0.23516163]
5631,Batman Beyond: Return of the Joker (2000),[-0.23572778]
59,Lawnmower Man 2: Beyond Cyberspace (1996),[-0.23600893]
3302,"Adventures of Baron Munchausen, The (1988)",[-0.23610139]
1184,Out to Sea (1997),[-0.23676902]
980,"Great Dictator, The (1940)",[-0.2370463]
95,Muppet Treasure Island (1996),[-0.23738349]
3412,Ghost World (2001),[-0.23752567]
5510,Blue Thunder (1983),[-0.23830686]
1204,Leave It to Beaver (1997),[-0.2384337]
8932,Sharknado 3: Oh Hell No! (2015),[-0.23846123]
5417,Camille (1936),[-0.23850045]
148,Living in Oblivion (1995),[-0.23876439]
6552,Taxi 4 (2007),[-0.23891824]
3849,Silent Running (1972),[-0.23984389]
855,Drop Dead Fred (1991),[-0.24001501]
1350,"Last Days of Disco, The (1998)",[-0.24075617]
583,"Visitors, The (Visiteurs, Les) (1993)",[-0.24096284]
3065,"Glass Menagerie, The (1987)",[-0.24148962]
1394,Out of Sight (1998),[-0.24176013]
1536,And the Band Played On (1993),[-0.24204873]
2437,Alive (1993),[-0.24205218]
2549,"Bear, The (Ours, L') (1988)",[-0.24232692]
2521,Daughters of the Dust (1991),[-0.24289362]
3838,Enough (2002),[-0.24318877]
829,Platoon (1986),[-0.24376297]
3532,"Boogeyman, The (1980)",[-0.24384043]
5605,"Lion King II: Simba's Pride, The (1998)",[-0.24389481]
4985,Versus (2000),[-0.24397225]
3744,"Oh, God! (1977)",[-0.24400076]
174,Unzipped (1995),[-0.24437056]
4725,Year of the Dragon (1985),[-0.24470407]
3195,"Fast Food, Fast Women (2000)",[-0.24482214]
3317,Coming to America (1988),[-0.24487477]
6279,Invincible (2006),[-0.2449198]
7619,Kung Fu Panda 2 (2011),[-0.24531549]
3718,Wendigo (2001),[-0.24609396]
185,"Babysitter, The (1995)",[-0.24704381]
6059,Babylon 5,[-0.24747691]
1015,Amityville II: The Possession (1982),[-0.24754452]
4570,"Apartment, The (Appartement, L') (1996)",[-0.24756192]
1387,Dream for an Insomniac (1996),[-0.24786984]
3654,"Waterdance, The (1992)",[-0.24789508]
962,"Deer Hunter, The (1978)",[-0.24865456]
1669,Working Girl (1988),[-0.24895376]
1622,Return to Paradise (1998),[-0.24941492]
1016,"Amityville Horror, The (1979)",[-0.24952902]
4642,Billabong Odyssey (2003),[-0.24965987]
590,Cold Comfort Farm (1995),[-0.25000836]
3896,1776 (1972),[-0.25009105]
1767,King Kong vs. Godzilla (Kingukongu tai Gojira) (1962),[-0.25024473]
5671,Ju-on: The Curse (2000),[-0.25028851]
2979,102 Dalmatians (2000),[-0.25080387]
3637,Kate & Leopold (2001),[-0.25083783]
6856,Gomorrah (Gomorra) (2008),[-0.25151987]
2291,"Face in the Crowd, A (1957)",[-0.25162656]
4803,"Fog of War: Eleven Lessons from the Life of Robert S. McNamara, The (2003)",[-0.25205581]
732,Around the World in 80 Days (1956),[-0.25265519]
1164,"Lost World: Jurassic Park, The (1997)",[-0.25320146]
